时间,博文id,用户,用户id,评论,转发,点赞,博文,情感分数
2020年01月22日 17:48,4463591040609397,跑偏的人在上海,3169223097,0,0,0,"
                    Sars,Mers,H1N1,H7N9，武新冠。没几年就要来这么一次，人类是伟大的，又是渺小的。 ​                ",0
2020年01月22日 17:46,4463590570576315,psy-cho,3089741020,2,0,4,"
                    我是一个在新冠二线默默坚守着的浪子🙃 O网页链接 ​                ",-1
2020年01月22日 17:36,4463588163061957,三秦都市报唐朝报道,3484154487,0,0,0,"
                    『板蓝根熏醋能防新型肺炎？关于新冠装病毒防控，这些要知道……』O板蓝根熏醋能防新型肺炎？关于新冠装病毒防控，这些要知道…… ​                ",4
2020年01月22日 17:27,4463585834999724,我XuN思,6111014145,0,0,0,"
                    @广东广播电视台 电视画面底部能不能强制重复滚动播放新冠病毒防护措施？？？老一辈真的太难劝了，太难了。 ​                ",-1
2020年01月22日 17:21,4463584203578776,最美服装白大衣,1017163272,0,0,1,"
                    夫妻俩都在医院工作 这一天都是新冠肺炎的事 一点年味都没有 都是随时待命 会议  宣传 家里备点药和口罩 孩子老实在家待着吧 ​                ",3.5
2020年01月22日 17:17,4463583192777925,火星跑步者,1756595897,0,0,1,"
                    【独家 | 同济医生感染新冠肺炎去世系谣言  #武汉医护人员感染料已超15人#】此前网络传言称，武汉市同济医院急诊科陆俊医生因感染新型冠状病毒肺炎去世。财新记者获悉，该名急诊科医生在接诊时感染新型冠状病毒肺炎，目前恢复良好，很快能够出院。根据财新记者的调查了解，武汉已知被感染的医护人员数量，应该已经超过官方21日公布的15人。除了陆俊医生是武汉同济医院首名被感染的医生，该院还有感染科主任医师黄元成教授被感染，此外也有护士被感染。 O独家|同济医生感染新冠肺炎去世系谣言 武汉医护人员感染数料已超15人 收起全文d
                ",-14
2020年01月22日 17:10,4463581556946426,不好意思刚才我去买了点东西,1865961205,0,1,0,"
                    #微博贴纸# 凤凰园饺子宴龙泽路店，菜量还可以，在新冠病毒🦠 到达之前就抓紧聚会了@唐山探店 ​                ",2.0
2020年01月22日 17:06,4463580508165849,lilililxj,5023830809,3,0,1,"
                    都说万事开头难 但是我这个开头也太难了吧 我恨新冠 ​                ",-2
2020年01月22日 17:01,4463579179154723,桃花味汤圆,5174294274,0,1,0,"
                    勤洗手；多喝水；减少甚至不出门；出门戴口罩……今年太多次病毒感冒已经让我不敢轻视新冠病毒……明明上学时身体健壮如牛，怎么工作还不到两年身体就成了弱鸡到底是工作的问题，还是我的问题啊 ​                ",-8.0
2020年01月22日 16:46,4463575605112532,疫苗与科学,1772440677,263,111,700,"
                    #新型冠状病毒# 可能是新冠病毒的来源，然而却……人类真是太能吃了，以后还是要收敛收敛 L疫苗与科学的微博视频 ​                ",5
2020年01月22日 16:41,4463574309548738,念兮京京,78643177,0,0,0,"
                    非典时，板蓝根畅销。新冠时，口罩畅销 ​                ",0
2020年01月22日 16:40,4463573931309303,HG520forever,6242460818,0,0,0,"
                    #晒年味# 祝愿我所有的医生同学们在抗击新冠肺炎的第一线都平安！我能做的就是老实待在家里，不到处跑！搞好营养，不生病！不给他们添麻烦！灾难快点过去吧！ ​                ",0
2020年01月22日 16:36,4463573000906365,西贝uoyaij,3978118384,2,0,0,"
                    这几天看关于新冠文章的评论真是觉得有的人 要求会不会太高了 有能力的人都在竭尽全力 希望大家都平安 ​                ",2
2020年01月22日 16:33,4463572333500921,-豆豆李,3976836757,5,0,3,"
                    我可太惜命了，每天一抽空就看最新的新冠病毒肺炎新闻，天天了解哪个口罩合适，今天下单了二百多块钱的口罩，谁想到会花这么多钱买口罩呢，我买的这几款都不贵，要买的仙女可以问我要链接哈。出门戴口罩，健康你我他！ ​                ",11.0
2020年01月22日 16:28,4463570941013949,风吹百花谷,3275088850,2,0,0,"
                    我妈给我打电话问我多会回家，我就顺便跟她说了新冠形病毒肺炎的事情妈妈：有人给了两只野兔，还吃吗？我：不吃不吃，不怕死的就去吃妈妈：那兔子咋整我：你要是舍不得，晚上我偷偷给扔了，就当吃到肚子了 ​                ",-2.0
2020年01月22日 16:21,4463569241977694,Likepuppy_YAO,5559302161,0,0,1,"
                    最近新冠型病毒肺炎闹得很严重记得要戴口罩不要去人流量大的地方一定要勤洗手不要吃什么野味，肉蛋奶要全熟后再吃哦武汉加油！中国加油！ ​​​                ",-1.0
2020年01月22日 16:15,4463567694244438,小红彗星大佐UMR,1732843640,2,2,10,"
                    新冠从医疗机构接诊到疾控的最终实验室确诊再到发布的流程真的是挺长，毕竟是新的病原体，新的试剂盒，必须要double check才能做到对结果准确负责，所以很多人收到了疑似病人存在的小道消息，真的不奇怪，但还请不要急不要慌，并不是想刻意隐瞒，而是专业机构必须对发布消息的科学性和准确性负责。 ​                ",11.0
2020年01月22日 16:08,4463565832327166,侦查员_雪狼,2061561257,0,0,0,"
                    新冠病毒 多加防范 O绿洲 L替天行道_雪狼的微博视频 ​                ",0
2020年01月22日 16:00,4463563907554926,火鹘,5054255538,0,0,0,"
                    雨天☔️，漫步街头，虽然去社区服务中心的事情没办成，虽然新冠病毒肆虐，但是心情依旧～有一种“解放区的天是晴朗的天”的感觉～离离职只剩一个多月啦！ ​                ",2
2020年01月22日 21:58,4463654038534018,小泓妹,2141337171,0,0,0,"
                    新冠型性肺炎，出门戴口罩！ ​                ",1
2020年01月22日 21:36,4463648359129984,周口同城会,1964054151,4,8,20,"
                    #关注周口新冠肺炎疫情#  【周口市疾控中心专家为您解答新型冠状病毒防控知识】希望广大市民面对此次疫情，不必过于恐慌，只要科学应对，做好自身防护，就可以避免新型冠状病毒的感染，点击查看防控知识。（来源：周口疾控）#周口爆料# 2周口·周口同城传媒 ​                ",1.0
2020年01月22日 21:27,4463646149606527,青小妖妖,2625617511,0,0,0,"
                    #李小米成长记#26M21D 被新冠型肺炎吓得不敢带小米出门，老老实实在家里待着在家无聊什么都玩烦了，之前买的邦臣小红花贴纸其书深受小米的喜爱，贴起来就停不下来了，第一本教了怎么贴，第二本就得心应手了，她一个人看着贴纸能找到对应的页，然后贴好，我真的被震惊到了，理解能力太好了还是没有过多的教她一些课本知识，只是注重引导她对书的兴趣，一些动手能力的培养，希望她有个愉快的童年，同时有我引导不会瞎玩，带一点目的性，其他随她自己发挥 收起全文d
                ",6.0
2020年01月22日 21:16,4463643372529788,大桑家的小媳妇儿,2965758621,0,0,2,"
                    山西已有一例新冠形病毒肺炎，突然就感到有一丝恐慌了。希望广大医者加油，找到治疗办法。也希望不要再扩散了 2长治 ​                ",0
2020年01月22日 20:18,4463628935836972,WRanfly_Poppy,2257497557,0,0,0,"
                    #上海迪士尼新冠肺炎# ​                ",0
2020年01月22日 20:05,4463625593354142,啊KI食嘢,5967372323,0,0,1,"
                    #现代年轻人的求生欲#走在买口罩戴口罩的一线像个老人家一样在各种地方狂转新冠肺炎科普，希望多点人看见戴口罩😷大概就是这样吧 ​                ",3
今天17:14,4593317310891746,国民老岳父公,5634753105,706,159,6687,"
                    感受一下 ​                ",0
今天16:53,4593312063822736,孟鹤堂,1831589237,4761,833,12440,"
                    孟鹤堂我从来不知道这里也能说话 ​                ",2
今天16:56,4593312894025759,英国那些事儿,2549228714,163,172,1147,"
                    今天的半分钟营业就是这样啦~~回见~~  L英国那些事儿的微博视频 ​                ",0
今天17:25,4593320065775426,回忆专用小马甲,3217179555,425,1167,2336,"
                    小猫咪才没有什么坏心思呢…… L回忆专用小马甲的微博视频 ​                ",-1
今天17:30,4593321332447999,新浪娱乐,1642591402,101,12,6766,"
                    #阿乐今日问#：快过年了，做个有点扎心的小调查，你相过亲吗？ 你相过亲吗？ ​                ",1.5
2020年01月23日 01:52,4463712863798721,茶雨山上採蔘客,1798551067,1,1,2,"
                    本微博键盘侠判断，武汉新冠肺炎这事最好的解决方法基本上就是重建小汤山（希望现在已经开始建了，七天七夜平地起），集合全国医疗力量支援，集中防治。年可以不过，命要紧。希望武汉的师长、友人安好…… ​                ",10.0
2020年01月23日 01:48,4463711974881003,瑶瑶_KANI,5237855219,0,0,0,"
                    新時代的年輕人：喪且惜命。另外說一句，在關心疫情的時候也要帶點自己的理智思考，不要被一些謠言和假消息帶了節奏。保護好自己，相信醫護人員的努力。(看了熱門裡一個人，說她父母新冠肺炎嚴重感染，她帶她父母跑了武漢好幾家醫院，說醫院不收治，評論有個人問她在哪，她說她現在人在北京，看得我很疑惑，然後又一刷，好幾個人發了一模一樣的文案，再點開他們的主頁，發現都是好幾年前就沒更動態的號了。)都這個時候了，還帶節奏的我真的很服，當然了，任何時候，都不缺憨批的。 收起全文d
                ",4.5
2020年01月23日 01:37,4463709252248474,海鲜宝贝喵,3060706791,0,0,0,"
                    【新京报】63岁的武汉市民魏某，于1月21日深夜在武汉市中心医院后湖院区去世。她的老伴，68岁的张军 68岁新冠肺炎患者: 最后一次见老伴是她被推往ICU O网页链接 ​                ",0
